Area,Theme,UNHCR Outcome Area,Core Indicator,Data collection date,Indicator,Value,Population group,Geographical Scope,Comment,Source,Publication,Publication link,Data source,Methodology available,Available questionnaire,Methodology overview,Limitations,Microdata link
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who visited Ukraine more than once since their initial displacement,1,Refugees,Spain,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 489 households; face-to-face and phone-based surveys; stratified random sampling from proGres list,,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who visited Ukraine more than once since their initial displacement,4,Refugees,Europe,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 4814 households; phone and web-based surveys; mixed sampling desing (stratified random sampling from proGres list + self-recruitment based on Ipsos' online panels + face-to-face location-based survey),Potential sampling bias due to mixed sampling strategies and data collection modes,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""visiting relatives/friends"" as the main reason",59,Refugees,Czech Republic,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,"Total sample size: 719 households; face-to-face, phone and web-based surveys; self-recruitment based on Ipsos' online panels",Potential sampling bias due to non-probabilistic household selection and data collection mode,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""visiting relatives/friends"" as the main reason",30,Refugees,Germany,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 258 households; phone and web-based surveys; self-recruitment based on Ipsos' online panels,Potential sampling bias due to non-probabilistic household selection and data collection mode,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""visiting relatives/friends"" as the main reason",23,Refugees,Poland,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 710 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""visiting relatives/friends"" as the main reason",23,Refugees,Moldova,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 434 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""visiting relatives/friends"" as the main reason",33,Refugees,Romania,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 421 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""visiting relatives/friends"" as the main reason",30,Refugees,Slovakia,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 414 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""visiting relatives/friends"" as the main reason",37,Refugees,Belgium,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 300 households; phone-based surveys; stratified random sampling from proGres list,,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""visiting relatives/friends"" as the main reason",28,Refugees,Spain,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 489 households; face-to-face and phone-based surveys; stratified random sampling from proGres list,,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""visiting relatives/friends"" as the main reason",34,Refugees,Europe,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 4814 households; phone and web-based surveys; mixed sampling desing (stratified random sampling from proGres list + self-recruitment based on Ipsos' online panels + face-to-face location-based survey),Potential sampling bias due to mixed sampling strategies and data collection modes,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""to get personal supplies"" as the main reason",12,Refugees,Czech Republic,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,"Total sample size: 719 households; face-to-face, phone and web-based surveys; self-recruitment based on Ipsos' online panels",Potential sampling bias due to non-probabilistic household selection and data collection mode,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""to get personal supplies"" as the main reason",18,Refugees,Germany,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 258 households; phone and web-based surveys; self-recruitment based on Ipsos' online panels,Potential sampling bias due to non-probabilistic household selection and data collection mode,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""to get personal supplies"" as the main reason",15,Refugees,Poland,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 710 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""to get personal supplies"" as the main reason",28,Refugees,Moldova,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 434 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""to get personal supplies"" as the main reason",24,Refugees,Romania,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 421 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""access to healthcare"" as the main reason",14,Refugees,Slovakia,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 414 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""to get personal supplies"" as the main reason",13,Refugees,Belgium,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 300 households; phone-based surveys; stratified random sampling from proGres list,,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""to get personal supplies"" as the main reason",17,Refugees,Spain,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 489 households; face-to-face and phone-based surveys; stratified random sampling from proGres list,,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""to get personal supplies"" as the main reason",18,Refugees,Europe,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 4814 households; phone and web-based surveys; mixed sampling desing (stratified random sampling from proGres list + self-recruitment based on Ipsos' online panels + face-to-face location-based survey),Potential sampling bias due to mixed sampling strategies and data collection modes,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""check on situation"" as the main reason",6,Refugees,Czech Republic,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,"Total sample size: 719 households; face-to-face, phone and web-based surveys; self-recruitment based on Ipsos' online panels",Potential sampling bias due to non-probabilistic household selection and data collection mode,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""access to documentation"" as the main reason",18,Refugees,Germany,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 258 households; phone and web-based surveys; self-recruitment based on Ipsos' online panels,Potential sampling bias due to non-probabilistic household selection and data collection mode,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""access to documentation"" as the main reason",27,Refugees,Poland,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 710 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated that indicated ""to check on property"" as the main reason",14,Refugees,Moldova,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 434 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""access to documentation"" as the main reason",22,Refugees,Romania,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 421 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""access to documentation"" as the main reason",31,Refugees,Slovakia,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 414 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""access to documentation"" as the main reason",13,Refugees,Belgium,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 300 households; phone-based surveys; stratified random sampling from proGres list,,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""access to documentation"" as the main reason",6,Refugees,Spain,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 489 households; face-to-face and phone-based surveys; stratified random sampling from proGres list,,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Cross - border movement,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who visited Ukraine at least once that indicated ""access to documentation"" as the main reason",17,Refugees,Europe,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 4814 households; phone and web-based surveys; mixed sampling desing (stratified random sampling from proGres list + self-recruitment based on Ipsos' online panels + face-to-face location-based survey),Potential sampling bias due to mixed sampling strategies and data collection modes,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who plan to stay in the current host country for the next 3 months (among those not planning to return to Ukraine),88,Refugees,Czech Republic,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,"Total sample size: 719 households; face-to-face, phone and web-based surveys; self-recruitment based on Ipsos' online panels",Potential sampling bias due to non-probabilistic household selection and data collection mode,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who plan to stay in the current host country for the next 3 months (among those not planning to return to Ukraine),79,Refugees,Germany,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 258 households; phone and web-based surveys; self-recruitment based on Ipsos' online panels,Potential sampling bias due to non-probabilistic household selection and data collection mode,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who plan to stay in the current host country for the next 3 months (among those not planning to return to Ukraine),86,Refugees,Poland,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 710 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who plan to stay in the current host country for the next 3 months (among those not planning to return to Ukraine),87,Refugees,Moldova,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 434 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who plan to stay in the current host country for the next 3 months (among those not planning to return to Ukraine),91,Refugees,Romania,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 421 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who plan to stay in the current host country for the next 3 months (among those not planning to return to Ukraine),88,Refugees,Slovakia,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 414 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who plan to stay in the current host country for the next 3 months (among those not planning to return to Ukraine),92,Refugees,Belgium,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 300 households; phone-based surveys; stratified random sampling from proGres list,,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who plan to stay in the current host country for the next 3 months (among those not planning to return to Ukraine),91,Refugees,Spain,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 489 households; face-to-face and phone-based surveys; stratified random sampling from proGres list,,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who plan to stay in the current host country for the next 3 months (among those not planning to return to Ukraine),79,Refugees,Europe,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 4814 households; phone and web-based surveys; mixed sampling desing (stratified random sampling from proGres list + self-recruitment based on Ipsos' online panels + face-to-face location-based survey),Potential sampling bias due to mixed sampling strategies and data collection modes,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who plan to move to a third country in the next 3 months (among those not planning to return to Ukraine),2,Refugees,Czech Republic,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,"Total sample size: 719 households; face-to-face, phone and web-based surveys; self-recruitment based on Ipsos' online panels",Potential sampling bias due to non-probabilistic household selection and data collection mode,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who plan to move to a third country in the next 3 months (among those not planning to return to Ukraine),2,Refugees,Germany,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 258 households; phone and web-based surveys; self-recruitment based on Ipsos' online panels,Potential sampling bias due to non-probabilistic household selection and data collection mode,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who plan to move to a third country in the next 3 months (among those not planning to return to Ukraine),2,Refugees,Poland,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 710 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who plan to move to a third country in the next 3 months (among those not planning to return to Ukraine),3,Refugees,Moldova,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 434 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who plan to move to a third country in the next 3 months (among those not planning to return to Ukraine),3,Refugees,Romania,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 421 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who plan to move to a third country in the next 3 months (among those not planning to return to Ukraine),2,Refugees,Slovakia,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 414 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who plan to move to a third country in the next 3 months (among those not planning to return to Ukraine),2,Refugees,Belgium,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 300 households; phone-based surveys; stratified random sampling from proGres list,,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who plan to move to a third country in the next 3 months (among those not planning to return to Ukraine),2,Refugees,Spain,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 489 households; face-to-face and phone-based surveys; stratified random sampling from proGres list,,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who plan to move to a third country in the next 3 months (among those not planning to return to Ukraine),4,Refugees,Europe,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 4814 households; phone and web-based surveys; mixed sampling desing (stratified random sampling from proGres list + self-recruitment based on Ipsos' online panels + face-to-face location-based survey),Potential sampling bias due to mixed sampling strategies and data collection modes,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents not hoping to return to Ukraine one day that indicated ""safety and security concerns"" as one of the main reasons",89,Refugees,Czech Republic,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,"Total sample size: 719 households; face-to-face, phone and web-based surveys; self-recruitment based on Ipsos' online panels",Potential sampling bias due to non-probabilistic household selection and data collection mode,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents not hoping to return to Ukraine one day that indicated ""safety and security concerns"" as one of the main reasons",88,Refugees,Germany,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 258 households; phone and web-based surveys; self-recruitment based on Ipsos' online panels,Potential sampling bias due to non-probabilistic household selection and data collection mode,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents not hoping to return to Ukraine one day that indicated ""safety and security concerns"" as one of the main reasons",83,Refugees,Poland,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 710 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents not hoping to return to Ukraine one day that indicated ""safety and security concerns"" as one of the main reasons",89,Refugees,Moldova,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 434 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents not hoping to return to Ukraine one day that indicated ""safety and security concerns"" as one of the main reasons",95,Refugees,Romania,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 421 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents not hoping to return to Ukraine one day that indicated ""safety and security concerns"" as one of the main reasons",81,Refugees,Slovakia,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 414 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents not hoping to return to Ukraine one day that indicated ""safety and security concerns"" as one of the main reasons",90,Refugees,Belgium,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 300 households; phone-based surveys; stratified random sampling from proGres list,,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents not hoping to return to Ukraine one day that indicated ""safety and security concerns"" as one of the main reasons",93,Refugees,Spain,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 489 households; face-to-face and phone-based surveys; stratified random sampling from proGres list,,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents not hoping to return to Ukraine one day that indicated ""safety and security concerns"" as one of the main reasons",86,Refugees,Europe,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 4814 households; phone and web-based surveys; mixed sampling desing (stratified random sampling from proGres list + self-recruitment based on Ipsos' online panels + face-to-face location-based survey),Potential sampling bias due to mixed sampling strategies and data collection modes,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents not hoping to return to Ukraine one day that indicated ""lack of jobs in Ukraine"" as one of the main reasons",46,Refugees,Czech Republic,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,"Total sample size: 719 households; face-to-face, phone and web-based surveys; self-recruitment based on Ipsos' online panels",Potential sampling bias due to non-probabilistic household selection and data collection mode,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents not hoping to return to Ukraine one day that indicated ""lack of jobs in Ukraine"" as one of the main reasons",39,Refugees,Germany,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 258 households; phone and web-based surveys; self-recruitment based on Ipsos' online panels,Potential sampling bias due to non-probabilistic household selection and data collection mode,https://microdata.unhcr.org/index.php/catalog/783
